app_id,app_name,review_text,review_score,review_votes
236870,HITMAN™,"I'm guessing a lot of people had issues with the game at Launch, being a red blooded Hitman Fan, i gave the intro Pack a Try to test the waters and was pleasantly supprised how well made and fun the game is unlike the weird Hitman Abs-solution, and now having played episode 2... i can't wait for episode 3! This game is so much fun and replay-wise it's good too!  I recommend this game as it's A REAL Hitman GAME!!!  I'd like to see a Gun collection feature however like in Blood Money...",1,1
239160,Thief,So I just finnished the game and saddly it falls short of its predecessors in my humble opinion. There are a few easter eggs in there but all in all they should have done a far better job of it.,-1,0
381210,Dead by Daylight,"Invite Friends Ready 5 4 3 2 1 No Match Found Ready 5 4 3 2 1 No Match Found Ready 5 4 3 2 1 Oh looks like we are getting in a match!!! Nope kicked back to main lobby Reinvite Friends Ready 5 4 3 2 1 No Match Found  this continues and continues. Once in awhile we make it in a match, then the lag......  ",-1,0
214950,Total War: ROME II - Emperor Edition,Even with all the ♥♥♥♥ this game has took i still ratee it high but im just a blind fanboy :P,1,0
346120,Boring Man - Online Tactical Stickman Combat,"you should add a storymode or something like that,and stealth attack for story mode,thne this game will be thrully epic,legendary ",1,0
394360,Hearts of Iron IV,the refund button is easy to understand,-1,1
254700,Resident Evil 4,♥♥♥♥,1,0
17480,Command and Conquer: Red Alert 3,hate it,-1,0
427730,Who's Your Daddy?!, Early Access Review,1,0
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,"This is by far the best game I have ever played. Never ever have I had a book, movie or game touch me so much. The story, the artwork, the music and the overall ambience make me never forget this game ever. Just listening to the music makes me tear up a bit. I recommend it to everyone, not only for the educational value, but especially for the story. The story makes up for the few small errors. 10/10",1,0
242920,Banished,I started playing in the morning and I missed the night.,1,1
242920,Banished,"I have bought this game on release because im interested in this genre. This is not a casual game and requires great patience and skill. Lets got through pros and contras.  + Offers random map generation (seed, size, type, difficutly etc.) + Challenging (hard to master, i failed about 15 attempts before my city could get stable and healthy/happy) + Deep simulation system (unlike other city builders, peoples age/gender plays a great role, family is a core unit,  people dont spawn randomly, they can only be born as kids and then age into students/workers, later on you can invite  nomads into your village) + Original gameplay (different from anno/simcity, requires micro'ing, resource system)  - Contains lots of bugs (savegame crash, some buildings texture bugs, trading doc bug etc.) - Doesnt support DX11 properly (switching to DX9 will avoid lots of crashes)  I think this game will provide simulation fans with many-many hours of fun. Although the crashes are annoying and ruine this fun. I recommend to pay attention to forums before u give out 18 Euro. Once most of the major bugs (savegame/trading ship) are fixed, this game will turn into a candy!",1,0
203160,Tomb Raider,:),1,0
241560,The Crew,i just got this game (the crew) and it dos not work. it loads up abit then stop with program stop working. help ,-1,1
294860,Valkyria Chronicles™,"A good port of a good game, reasonably priced and with all DLC. I already have the PS3 version, but hopefully if Sega detects an interest in this franchise from the PC community, they may localise the other two Valkyria games on pc.",1,0
4720,Condemned: Criminal Origins,Scary. Scarier than it should be. Really.,1,0
252490,Rust, Early Access Review,1,0
211820,Starbound, Early Access Review,1,1
250620,Among the Sleep,"SHORT, VERY SHORT. That's a primary reason I'm on the fence with recommending this game to others. I bought it and completed it in 3 hours. Great atmosphere, great sound design, great art style. Just lacking much more content and scares. Very creepy at times, but it completely telegraphs the story right from the beginning.  A good experience but I'd say wait til it's on a Steam Sale.   7/10",-1,0
116100,Super Toy Cars,"Fun little racing game. Unrealistic physics, mario kart weapons = a few hours of fun :) I spent a good few earning achievements. I would only get on sale :)",1,0
219150,Hotline Miami,"Not too much for unneccesary gore, when ultraviolence follows a great and twisted storyline, I fully enjoy bathing in the blood of my enemies, and hearing the lamentations of the women! Action packed, tests your twitch reflex and requires a lot of thinking to make it through each scenario alive, this is well worth adding to your library! Also, a fantastic soundtrack, that alone is worth owning itself.",1,0
298630,The Escapists,A must-buy,1,0
250030,Lilly Looking Through,Decent puzzles. too short overall. ends on a cliff hanger so maybe a 2nd chapter to come?,-1,0
291650,Pillars of Eternity,"All that guys here stated all advantages right, it's a great game. Little healthy criticism:  *All that dull and absolutely empty locations and dungeons after ripping all mobs off it. Even in-game month later!  *You have TONS of random in combat (yes, AD&amp;D, baby) this makes game fun, but what's really bad it's lack of random in loot and in dungeons content. It is very noticeable when you are playing it second-third time (feel yourself a prophet), some one full-random adventure(mega-dungeon or smth) would be nice.  *Soloing It is a hell of a job, only 2-3 classes can do it (yes, yes this is not solo game, right).",1,0
221100,DayZ, Early Access Review,-1,0
365590,Tom Clancy's The Division,the best third person shooter i ever played even better than a first person shooter hell its even better than a RPG,1,0
39120,RIFT,"every time i try to play this game the glyph has to download or update ,,,, the game itself is good. the multi window bs to get in the game sucks......",-1,0
389570,Mitos.is: The Game,It's a fun version of the other IO games out there. It is nice that you can customize your cell a bit more freely.,1,0
49600,Beat Hazard,"A damn fun game, a little repetitive but survival mode is the saviour and also time killer this game has to offer. Remember to take a break every 30 or more minutes or you will be dizzy as ♥♥♥♥.",1,0
570,Dota 2,Way better than League of Legends!!!!,1,0
373420,Divinity: Original Sin Enhanced Edition,Great game with classic RPG elements and A+ gameplay. Lot's of fun to play CO-OP and work your way through this well-built world.,1,0
65980,Sid Meier's Civilization: Beyond Earth,"As a stand-alone product, the base game has a lot of potential but is very under-developed. I was hoping patches would come to enhance the in-game experience but instead they flogged all the new features I wanted in the expansion. I ended up buying two games to get the game I really wanted to play. As as base game it lacks the complexity of a fully-developed Sid Meir's Civilization game.",-1,0
8190,Just Cause 2,Michael Bay's Wet Dream,1,1
8850,BioShock 2,"A less-jumpscare-ish version of bioshock from a little different perspective - you're the daddy and rapture is your hood now. How do you controll the hood? Guns - tons of heavier guns than ones in the original game. Control your junkies with heavy machine gun fire and plasmids, literally DRILL THROUGH their stoopid lil' brains to make sure you get all dem ADAM.  Not a punch-in-the-face welcoming to rapture, a fairly less spooky ride for the easy-spooked audience.  Overall - 8.5/10 spooki rate - low-medium ",1,0
318130,Doom & Destiny,"Quirky, fun, laugh out load game. Recommended :)",1,0
408990,Timber and Stone, Early Access Review,1,0
271590,Grand Theft Auto V,"Very Good game, i love it &lt;3",1,1
247120,Portal 2 Sixense Perceptual Pack,"It is broken, after the start then it always crashes. Please don't buy it.",-1,1
15300,Tom Clancy's Ghost Recon,A classic. Very challenging. Play it.,1,0
107410,Arma 3,This game never got old ... its evolving all the time,1,0
200490,Memento Mori,"Excellent point and click adventure game for me, visuals are nice, models and animation is pretty good (FMV sequences not so much), good voice and locations, characters are solid.  The story is intriguing and has a strangeish mix of real-life and supernatural entwined, with a twist at the end that didn't hit me as hard as it perhaps should have but may impress others more so.  The puzzles overall are mostly logical and have a unique mechanic by allowing you to rotate around objects to find clues, information or switches which adds a nice element the 2d counterparts don't or aren't able to showcase.  There are however 2 to 3 dodgy puzzles. I had to go on the internet twice, once for some dialogue refresh to remember what I was trying to do next and then for the symbol puzzle towards the end which I don't think was done as well as the others in terms of figuring it out for yourself.  I'd say a very solid 8.5/10",1,1
210970,The Witness,"'It's all puzzles now, Jim.  Our great civilization, kicked down in an instant. Our world, destroyed by the puzzles' hand.  Where shall we go next in this god forsaken world?'  'More puzzles sounds fun.'  'Yeah.'",1,1
365450,Hacknet,"This game... It's basically a game where you hack into other peoples computer via IP. The porthacking and the literal port opening is basically what you do in real life, except your doing it in the game.",1,0
497180,Street Legal Racing: Redline v2.3.1,  i love this game but something that they need to work on is MODS,1,0
324810,TOXIKK,Its a bad game,-1,0
417860,Emily is Away,the feels..  1. goodbye 2. goodbye 3. goodbye,1,0
200710,Torchlight II,fun game with many mods that can change gameplay drastically for more replay value,1,0
365590,Tom Clancy's The Division,"This game will never be fixed, I wish I could get my money back...I feel as though I got ripped off and kicked in the nutz",-1,1
245170,Skullgirls 2nd Encore,"a good game for good people. If you do a heavy kick with Parasol, you can see her panties! 9/10.  looses a point because they didn't put the characters I wanted in that one time seriously GIVE UMBRELLA/ANNIE PLS   I'm looking forward to robofortune though. Eliza was also very enjoyable. new characters are also free for the first two months or so after release by the way so. that's pretty great.",1,0
211420,DARK SOULS™: Prepare To Die Edition,"Hour 1: died to a skeleton   Hour 30: I have bested seath the scaleless, took down the four king in the abyss, sent gravelord nito back to his grave, burnt down the tree of chaos, and have defeated lord gwyn himself. Died to a skeleton   100/10 i can never play games the same way again.",1,1
307960,IL-2 Sturmovik: Battle of Stalingrad,This game has wonderful flight models and gives you a unique sense of flight you don't get in many other sims.,1,0
304050,Trove,I can't register on glyph...'Unknown error',-1,1
391540,Undertale,10/10 will Spaghetti again. Great soundtrack too.,1,0
344760,Reign Of Kings,Reign Of Kings is a very fun game. Combat is very glitchy and could be improved and nobody has a mic. Besides that this game is really fun.,1,0
48190,Assassin's Creed Brotherhood,"I never really got into the Assassin's Creed games, but I'm glad I finally did. A vastly enjoyable game, with slick movement and an engrossing plot. Now I just need to play AC1 and 2...",1,0
8500,EVE Online,"This is not a game, this is a life with wars, politics, spying and other aspects of the real world.",1,1
34330,Total War: SHOGUN 2,"Great game, best tatical game you can find!",1,0
506610,Five Nights at Freddy's: Sister Location,IT'S SO AWESOME BUT CAN U MAKE THE MINNERINAS LESS ATACKFUL?,1,0
222880,Insurgency,need more ppl like 99% of servers are empty or low ppl,1,0
113200,The Binding of Isaac,A fun game with randonly generated maps. I love the artwork and the challenge the 'Binding of Isaac' provides.,1,0
33930,Arma 2: Operation Arrowhead,I used this mostly for the DayZ mod,1,0
356670,Spooky's Jump Scare Mansion, Early Access Review,1,0
417860,Emily is Away,"I played through once and got really sad, then started up another one, ONLY TO FIND OUT that there is no good ending, only the sad one. I hurt on the inside.",1,0
228300,Remember Me,"+Nice Art +Nice Camera +Good Story +Nice OST +Nice Combo System +Nice Remix Memory System   -Bad-Easy Combat (Batman-like) -Too Linear :/ -Bad Platform System  For a movie: 8/10 For a game: 5/10  TOTAL: 6,5/10 Worth to play ;)",1,0
542960,Pumpkin SculptrVR,Here's my first time gameplay video:   https://youtu.be/gBpsP5662C8   I also review other VR games on my channel:  www.youtube.com/user/rpatenaude   Great game. It's free and fun to mess around with. Carving is a little tricky but still fun for all ages!  I RECOMMEND! :D,1,0
237630,DuckTales Remastered,"If you have ever watched the old Duck Tales animated series back on Disney Afternoon (remember that?) or if you ever played the Duck Tales NES game by CapCom, you will immediately be transported back. This is a love letter to the old series as much as it is an homage to and remake of the game. There's either something inherent in these characters that Carl Barks brought to life so many years ago in his comics and graphic novels that just sucks a person by their inner 10 year old. Do yourself a favor and play the game. The platforming mechanics are as polished now as they were then. The game is well worth your time.",1,0
211820,Starbound,"First off, I don't understand the hate for this game. If the devs really wanted to they could have left the game forever in early access after they made a boatload of money out of it. However they didn't do that and instead kept updating and polishing it bringing it to where it is today. Hate the devs or not that was nice on their part, something that I can't say holds true when compared to a lot of other early access games on Steam. That being said, this game is a lot of fun if you are a fan of exploring. The only real problem I had with this game is unlike Terraria where I could make a home base and build it up, there really doesn't feel like any reason to do that in Starbound. Instead I went from planet to planet as a scavenger. I'm pretty sure this is how most people play this game and this isn't bad but after a while it can get boring. There are a plethora of different biomes and dungeons within them but after a while it DOES start to get repetitive and that's the main thing I have against this game. However that doesn't make it a bad game, and it's still definitely worth your time. I'll give it an 8/10",1,0
39150,FINAL FANTASY VIII,"One of my favorite games of all time, There is no easy way to define what genre this game belongs to; FFVIII is really in a league of its own. The truly unique masterpiece of the Final Fantasy series in my opinion.",1,0
200260,Batman: Arkham City GOTY,"Batman Arkham City is one of the best games ever made. I just absolutely love and adore this game. If you are a fan of Batman you just have to try this game out. I am sure still if you are not a fan of the Batman series, you will enjoy this comat game. The controls through are kinda bad for the pc, so I recommend using a controller. (I use a Xbox 360 Controller to play this game).",1,0
437220,The Culling, Early Access Review,1,0
381210,Dead by Daylight,my friends plays it I wanna play it I've try the free demo It was great  but only 1 problem.. my girlfriend won't let my buy it,1,1
48220,Might & Magic: Heroes VI,"game sucks. upon downloading, one has to sign on to Igloo, which is bugged, sending a 'stopped working' msg before signon can be completed. Can NOT play this game through Steam...and can NOT find any way to approach Steam about the glitch.",-1,0
271290,, Early Access Review,1,0
391540,Undertale,"I LOVE everything about this game (Except for the obvious. Looking at you, CHARA.)! I hope you all enjoy it as much as people like me do!",1,0
444090,Paladins, Early Access Review,-1,0
65980,Sid Meier's Civilization: Beyond Earth,best sid meiers civilization game so far :D,1,0
224540,,Great game worth paying for,1,0
620,Portal 2,"Awesome first person puzzles, many custom maps made by users",1,0
214970,Intrusion 2,Controls are abysmal,-1,0
302380,Floating Point,nice to play it and chill out,1,0
9200,RAGE,Bethesda made this. What else should I mention??  A game that actually works these times....,1,1
105600,Terraria,Why don't you own this game already? Stop reading reviews and fork out the ten bucks! It just may be the greatest game ever.,1,0
335000,Tormentum - Dark Sorrow,"What a Game!, I have no words. Not for the casual player. The game is not difficult per se, but the history is deep. I'm not a point and click games fan, but Tormentum - Dark Sorrow drag my curiosity for the awesome art with its Giger-ish style. It catches the Dark Fantasy in the core. The history cautivated me. I just saw this game as it is... What will you do, if you don't remember who you were in life and now you were touring in a hellish place to redeem or condem yourself? I took the path my heart told me. Some decisions are hard, but if you made it right, its very rewarding. I'm very pleased with this game to say the least. Cannot describe my feelings when i reached the end... I felt so connected with the character that maybe the word to describe it should be...Overwhelmed(?).",1,0
265930,Goat Simulator,I really don't know why I spent my time and money on this game... Worst desicion of my life.,1,0
4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Only heretic don't like this game...,1,1
322330,Don't Starve Together, Early Access Review,1,0
49600,Beat Hazard,"About time someone made a video game that combines my love of 80's retro and music. Ouch, my eyes.  Word of warning, the more progressive the rock, the more psychodelic the game.  The closest I can come to describing the light show is it's like huffing a bag of unicorn farts.",1,0
203160,Tomb Raider,"It's ok, Lara need the D.",1,0
265630,Fistful of Frags,"Kicked someone off a roof, he survived, turned around, and got hit by a train.  10/10",1,1
107410,Arma 3,"Good game, the performance is **** but you'll learn to cope with it",1,0
67370,The Darkness II,"OK. Im going to start right off the bat by saying: 'Holy Schmoley (Sorry for my inappropriate comment)!' MY favorite game used to be Garrys Mod, until I purchased this. I have never spent thirty dollars on a game SO WORTH IT! I love it! If your like me and dont know what game to choose with your 50 dollar gift card that you got at Game Stop... Just get the game. I love it you gotta trust me.THis game has a tremendous story with unique characters and hilarious jokes cracked from Vinnie and Fat Tony. This is nearly all I play in my free time. I wish I could saay more but I have nothing to say! Thanks bros! Buy this game! 999/10!",1,0
203140,Hitman: Absolution,+,1,0
311210,Call of Duty: Black Ops III,"Piece of ♥♥♥♥ game, not worth your time. Have this on xbox one and it is much better, most of the time my bullets dont do ♥♥♥♥ and the other team kills me no problem. Thermal Scopes in this game are cancerous. not fun.",-1,0
311210,Call of Duty: Black Ops III,"Everyone rages when I use the Shotgun.  Cancerous comminity.  Game is good though, but the salt is beyond insane",1,0
570,Dota 2,very interesting.,1,0
365450,Hacknet,"Note: This review was made directly after finishing a first playthrough of Hacknet and lacks information on replayability or side missions, as I believe I missed one while playing.  If you want an entry into the hacking style of game in which you need to infiltrate systems without being traced to your location complete with great music and an intense atmosphere, buy this game now. If you're not interested, get your priorities checked. You're missing out on a genre that has become loved by so many people due to the easy to learn but hard to master type of gameplay.  Pros: - Great music - Great visual effects - Runs at 60FPS almost consistently if your computer doesn't suck like mine - Amazing introduction to a genre that I was sort of lost in beforehand. - Difficulty spikes are usually your fault because you forgot the command 'porthack' somehow. (POINT AND LAUGH AT THE EXPECTED)  Cons: - If your computer does suck like mine, you'll have to turn down the resolution a bit and turn off scanlines and the great visuals at later parts in the game. - I got a bit lost, but it's likely my fault, so you should be fine. (CONTINUE TO POINT AND LAUGH AT THE EXPECTED)   Overall, I loved the game. I finished it in about 6 hours and left the game on as I ate dinner, which shows the 6.5 hours at the time of this review. Why did I mention that? Because sometimes a look behind the scenes can make you realize why Curators have their jobs instead of people like myself.",1,0
379720,DOOM,"the campaign is better than what you might think, some of the best fun i've had in quite a while and considering games these days, this game got me surprised. as for multiplayer, not bad its just that arena  the only problem with this game so far other than non-arena multiplayer, campaign wasn't long enough, i just want 100 hours minimum.",1,0
555570,Infestation: The New Z,clasic game....like old iss and there is hackers....i saw them...so thont try waste ur time....my friends have hacks 2 so its ♥♥♥♥ game....,-1,0
322330,Don't Starve Together, Early Access Review,1,0
232090,Killing Floor 2, Early Access Review,1,1
301520,Robocraft,   Early Access Review,1,0
363970,Clicker Heroes,Powerfully addicting. You have been warned.,1,1
289130,ENDLESS™ Legend,Great Game!,1,0
292030,The Witcher 3: Wild Hunt,"There are some small issues with the game, but they are easily ignored. Overall one of the best games I have played.",1,0
444090,Paladins, Early Access Review,1,0
274900,Murder Miners,looks like ♥♥♥♥ but mechanics are incredibly solid for an FPS. great potential for competitive play. its as if halo got a massive graphics downgrade and got a mechanic upgrade. for how cheap it is i highly recommend every steam account grab a copy. a second murder miners is on the way for UE4. not a bad time to get into this game and see what its about.,1,0
620,Portal 2,incredibly fun &amp; tremendiously heartwrenching at the same time,1,0
304050,Trove,"the game was very good, took away the feeling of me really wanting to play cube world, probelm is, after a while, the game doesnt play and always gives me an error when i start the game and in the top left corner it says loading player, i totally reccomend the game but if you get an error, i hope you can get it fixed",1,0
218230,PlanetSide 2,"Planetside 2 is by far one of the best games i have ever played, it keeps pulling me back in. it has some of the coolest idea's in a fps shooter tht i have ever seen. and its all free to play",1,0
239820,Game Dev Tycoon,It's a lot of fun. It'll take a bit of time to get the hang of it. Once you do it'll be addicting for a while. I enjoyed it and it was surely worth the price of the game for the fun!  8.0/10,1,0
